X,Y,objectid,businessunit_name,businessunit_number,businessunit_banner_description,businessunit_type_description,businessunit_isstoreopen,facilitydetails_location_locati,facilitydetails_location_loca_1,facilitydetails_location_loca_2,facilitydetails_location_loca_3,facilitydetails_location_loca_8,businessunit_status_code,op_status,Modified_Operating_Hours_,Pharmacy_open_to_public_,Fuel_Station_open_to_public_,bu_num,Grocery_delivery_service,Grocery_delivery_status,Online_grocery_pickup,Online_grocery_pickup_status
-82.730111,27.8399460000001,25735,PINELLAS PARK 66TH FL,3013,Neighborhood Market,Retail,true,7500 66TH ST,PINELLAS PARK,PINELLAS,FL,33781-0000,2,Open,,Y,Y,3013,No,,No,
-96.825345,32.683745,25736,DALLAS S TX,3014,WM Supercenter,Retail,true,200 SHORT BLVD,DALLAS,DALLAS,TX,75232-1300,2,Open,,Y,Y,3014,No,,No,
-96.684475,32.7599990000001,25737,PLEASANT GROVE TX,3015,Neighborhood Market,Retail,true,2827 S BUCKNER BLVD,DALLAS,DALLAS,TX,75227-6906,2,Open,,Y,Y,3015,No,,Yes,
-86.9191049999999,35.773041,25738,SPRING HILL TN,3017,WM Supercenter,Retail,true,4959 MAIN ST,SPRING HILL,WILLIAMSON,TN,37174-2727,2,Open,,Y,Y,3017,No,Available,Yes,Available
-104.781091,38.768632,25739,FOUNTAIN CO,3018,WM Supercenter,Retail,true,4425 VENETUCCI BLVD,FOUNTAIN,EL PASO,CO,80906-4013,2,Open,,Y,Y,3018,No,Available,Yes,Available
-104.975044,39.8549560000001,25740,THORNTON 88TH CO,3019,Neighborhood Market,Retail,true,850 E 88TH AVE,THORNTON,ADAMS,CO,80229-4999,2,Open,,Y,Y,3019,No,,Yes,
-89.283378,37.7596560000001,25741,MURPHYSBORO IL,302,WM Supercenter,Retail,true,6495 COUNTRY CLUB RD,MURPHYSBORO,JACKSON,IL,62966-5202,5,Open,,Y,Y,302,Yes,,Yes,Not Available
-121.292465,38.0041640000001,25742,STOCKTON MARCH LN CA,3022,Neighborhood Market,Retail,true,1189 E MARCH LN,STOCKTON,SAN JOAQUIN,CA,95210-3545,2,Open,,Y,Y,3022,No,,Yes,Available
-121.773005,37.3135520000001,25743,SAN JOSE EVERGREEN CA,3023,Neighborhood Market,Retail,true,4055 EVERGREEN VILLAGE SQ STE 140,SAN JOSE,SANTA CLARA,CA,95135-1764,2,Open,,Y,Y,3023,No,,No,
-116.400709,33.727992,25744,PALM DESERT CA,3026,Neighborhood Market,Retail,true,72314 HIGHWAY 111,PALM DESERT,RIVERSIDE,CA,92260-2747,2,Open,,Y,Y,3026,No,,No,Available
-89.459127,34.746636,25745,HOLLY SPRINGS MS,303,WM Supercenter,Retail,true,950 MACKIE DR,HOLLY SPRINGS,MARSHALL,MS,38635-7406,5,Open,,Y,Y,303,Yes,,Yes,
-77.002202,38.958041,25746,WASHINGTON FT TOTTEN DC,3035,WM Supercenter,Retail,true,310 RIGGS RD NE,WASHINGTON,DISTRICT OF COLUMBIA,DC,20011-2534,2,Open,,Y,Y,3035,Yes,Available,Yes,Available
-86.888472,36.483683,25747,SPRINGFIELD TN,304,WM Supercenter,Retail,true,3360 TOM AUSTIN HWY,SPRINGFIELD,ROBERTSON,TN,37172-4516,5,Open,,Y,Y,304,Yes,Available,Yes,Available
-90.084715,30.472161,25749,COVINGTON LA,3042,Neighborhood Market,Retail,true,2800 N HWY 190,COVINGTON,ST. TAMMANY PARISH,LA,70433-9049,2,Open,,Y,Y,3042,No,Not Available,Yes,Not Available
-97.288509,32.913081,25750,FORT WORTH  TX,3043,Neighborhood Market,Retail,true,4536 HERITAGE TRACE PARKWAY,FORT WORTH,TARRANT,TX,76244-0000,2,Open,,Y,Y,3043,No,Available,No,Available
-97.283333,32.7107810000001,25751,FORT WORTH SE TX,3044,WM Supercenter,Retail,true,2900 RENAISSANCE SQUARE,FORT WORTH,TARRANT,TX,76105-0000,2,Open,,Y,Y,3044,No,,No,Available
-120.976655,37.664518,25752,MODESTO ORANGE CA,3046,Neighborhood Market,Retail,true,1421 COFFEE RD,MODESTO,STANISLAUS,CA,95355-3170,2,Open,,Y,Y,3046,Yes,,Yes,
-120.847067,37.5156480000001,25753,TURLOCK C CA,3047,Neighborhood Market,Retail,true,2480 GEER ROAD,TURLOCK,STANISLAUS,CA,95382-1426,2,Open,,Y,Y,3047,No,Available,No,Available
-110.842387,32.1930330000001,25754,TUCSON KOLB AZ,3049,Neighborhood Market,Retail,true,2550 S KOLB RD,TUCSON,PIMA,AZ,85710-8427,2,Open,,Y,Y,3049,Yes,Available,Yes,Available
-89.547284,32.725824,25755,CARTHAGE MS,305,WM Supercenter,Retail,true,905 HIGHWAY 16 W,CARTHAGE,LEAKE,MS,39051-4426,5,Open,,Y,Y,305,Yes,,Yes,
-122.828554,45.454952,25756,BEAVERTON MURRY OR,3050,Neighborhood Market,Retail,true,9055 SW MURRAY BLVD,BEAVERTON,WASHINGTON,OR,97008-7434,2,Open,,Y,Y,3050,No,Available,No,Available
-122.213784,47.9143680000001,25757,EVERETT MALL WA,3053,WM Supercenter,Retail,true,1605 SE EVERETT MALL WAY,EVERETT,SNOHOMISH,WA,98208-2838,2,Open,,Y,Y,3053,No,,No,
-95.756244,36.1653180000001,25758,CATOOSA OK,3055,WM Supercenter,Retail,true,19801 ROBSON RD,CATOOSA,ROGERS,OK,74015-1510,2,Open,,Y,Y,3055,No,Available,Yes,Available
-98.422094,29.8014830000001,25759,BULVERDE TX,3056,WM Supercenter,Retail,true,305 SINGING OAKS,SPRING BRANCH,COMAL,TX,78070-6505,2,Open,,Y,Y,3056,No,,No,Available
-98.678566,29.5591370000001,25760,HELOTES TX,3057,WM Supercenter,Retail,true,12550 LESLIE RD,HELOTES,BEXAR,TX,78023-4740,2,Open,,Y,Y,3057,No,,Yes,
-98.553419,29.4586390000001,25761,SAN ANTONIO TX,3058,WM Supercenter,Retail,true,918 BANDERA RD,SAN ANTONIO,BEXAR,TX,78228-4923,2,Open,,Y,Y,3058,Yes,,Yes,
-90.073021,32.595986,25762,CANTON MS,3059,WM Supercenter,Retail,true,244 FEATHER LN,CANTON,MADISON,MS,39046-9793,2,Open,,Y,Y,3059,No,,Yes,Available
-86.5005409999999,34.3417860000001,25763,ARAB AL,306,WM Supercenter,Retail,true,1450 NO. BRINDLEE MT,ARAB,MARSHALL,AL,35016-5431,5,Open,,Y,Y,306,Yes,Available,Yes,Available
-90.396381,32.8767070000001,25764,YAZOO CITY MS,3060,WM Supercenter,Retail,true,2129 GRAND AVE,YAZOO CITY,YAZOO,MS,39194-2312,2,Open,,Y,Y,3060,No,,No,
-90.328063,38.580341,25765,SHREWSBURY MO,3061,WM Supercenter,Retail,true,7437 WATSON ROAD,SHREWSBURY,ST. LOUIS,MO,63119-0000,2,Open,,Y,Y,3061,Yes,Available,Yes,Available
-93.351152,37.203427,25766,SPRINGFIELD MO,3062,Neighborhood Market,Retail,true,3536 W MOUNT VERNON ST,SPRINGFIELD,GREENE,MO,65802-0000,2,Open,,Y,Y,3062,No,,Yes,
-82.550264,27.3667330000001,25767,SARASOTA FL,3066,Neighborhood Market,Retail,true,3500 N TAMIAMI TRAIL,SARASOTA,SARASOTA,FL,34234-5358,2,Open,,Y,Y,3066,No,,No,
-84.194169,33.894795,25768,NORCROSS E GA,3067,WM Supercenter,Retail,true,4975 JIMMY CARTER BLVD,NORCROSS,GWINNETT,GA,30093-3535,2,Open,,Y,Y,3067,No,Available,Yes,Available
-84.463068,33.980911,25769,MARIETTA OLD CANTON GA,3069,Neighborhood Market,Retail,true,3101 ROSWELL RD,MARIETTA,COBB,GA,30062-7621,2,Open,,Y,Y,3069,No,,No,
-92.154478,32.508177,25770,W MONROE LA,307,WM Supercenter,Retail,true,1025 GLENWOOD DR,WEST MONROE,OUACHITA,LA,71291-5501,5,Open,,Y,Y,307,Yes,Available,Yes,Available
-84.2696789999999,33.9418910000001,25771,DUNWOODY PEELER GA,3070,Neighborhood Market,Retail,true,5025 WINTERS CHAPEL RD,DUNWOODY,GWINNETT,GA,30360-1700,2,Open,,Y,Y,3070,Yes,Available,No,Not Available
-84.2185709999999,33.8838690000001,25772,TUCKER PLEASANTDALE GA,3071,Neighborhood Market,Retail,true,3201 TUCKER NORCROSS RD,TUCKER,DEKALB,GA,30084-0000,2,Open,,Y,Y,3071,No,,No,
-84.034237,33.8530410000001,25773,SNELLVILLE MCGEE GA,3072,Neighborhood Market,Retail,true,2912 W MAIN ST,SNELLVILLE,GWINNETT,GA,30078-3148,2,Open,,Y,Y,3072,Yes,Available,No,Available
-84.0855779999999,33.9224330000001,25774,LAWRENCEVILLE GA,3074,Neighborhood Market,Retail,true,3059 LAWRENCEVILLE HWY,LAWRENCEVILLE,GWINNETT,GA,30044-6426,2,Open,,Y,Y,3074,No,,Yes,
-85.667919,30.187622,25775,PANAMA CITY 23RD FL,3075,WM Supercenter,Retail,true,513 W 23RD ST,PANAMA CITY,BAY,FL,32405-3920,2,Open,,Y,Y,3075,No,Not Available,Yes,Not Available
-77.644932,38.8186250000001,25776,HAYMARKET VA,3077,WM Supercenter,Retail,true,6530 TRADING SQ,HAYMARKET,PRINCE WILLIAM,VA,20169-2278,2,Open,,Y,Y,3077,No,Available,Yes,Available
-74.398916,40.458892,25777,EAST BRUNSWICK NJ,3078,WM Supercenter,Retail,true,290 STATE ROUTE 18,EAST BRUNSWICK,MIDDLESEX,NJ,08816-1995,2,Open,,Y,Y,3078,No,Not Available,No,Not Available
-86.047443,35.4527650000001,25778,MANCHESTER TN,308,WM Supercenter,Retail,true,2518 HILLSBORO BLVD,MANCHESTER,COFFEE,TN,37355-6535,5,Open,,Y,Y,308,Yes,Available,Yes,Available
-121.369026,38.4826770000001,25779,SACRAMENTO SE CA,3081,WM Supercenter,Retail,true,8915 GERBER ROAD,SACRAMENTO,SACRAMENTO,CA,95829-0000,2,Open,,Y,Y,3081,No,,Yes,Not Available
-104.758451,38.8075680000001,25780,COLORADO SPRINGS CHELTON CO,3082,Neighborhood Market,Retail,true,1622 S ACADEMY BLVD,COLORADO SPRINGS,EL PASO,CO,80916-0000,2,Open,,Y,Y,3082,No,,Yes,
-104.746927,38.843065,25781,COLORADO SPRINGS PLATTE CO,3083,Neighborhood Market,Retail,true,665 N MURRAY BLVD,COLORADO SPRINGS,EL PASO,CO,80915-3405,2,Open,,Y,Y,3083,Yes,,Yes,
-117.06658,33.1319930000001,25782,ESCONDIDO VALLEY CA,3084,Neighborhood Market,Retail,true,1266 E VALLEY PKWY,ESCONDIDO,SAN DIEGO,CA,92027-2310,2,Open,,Y,Y,3084,No,Available,Yes,Available
-119.179578,34.174567,25783,OXNARD CA,3087,Wal-Mart,Retail,true,2701 SAVIERS RD,OXNARD,VENTURA,CA,93033-4517,2,Open,,Y,Y,3087,Yes,Available,Yes,Available
-94.2021569999999,45.5504520000001,25784,ST CLOUD MN,3088,WM Supercenter,Retail,true,3601 2ND ST SOUTH,ST CLOUD,STEARNS,MN,56301-3762,2,Open,,Y,Y,3088,No,Not Available,Yes,Not Available
-92.095153,29.9729590000001,25785,ABBEVILLE LA,309,WM Supercenter,Retail,true,3005 CHARITY STREET,ABBEVILLE,VERMILION PARISH,LA,70510-4140,5,Open,,Y,Y,309,No,Available,Yes,Not Available
-121.239575,38.7840130000001,25786,ROCKLIN PACIFIC CA,3090,Neighborhood Market,Retail,true,5609 PACIFIC ST,ROCKLIN,PLACER,CA,95677-3174,2,Open,,Y,Y,3090,Yes,,Yes,Available
-116.402664,43.58896,25787,MERIDIAN S ID,3093,WM Supercenter,Retail,true,795 W OVERLAND RD,MERIDIAN,ADA,ID,83642-6556,2,Open,,Y,Y,3093,No,Available,Yes,Available
-116.276012,43.6344130000001,25788,BOISE COLE ID,3094,Neighborhood Market,Retail,true,3233 N COLE RD,BOISE,ADA,ID,83704-4402,2,Open,,Y,Y,3094,No,,No,
-122.139487,47.6090360000001,25789,BELLEVUE WA,3098,Neighborhood Market,Retail,true,15063 MAIN ST,BELLEVUE,KING,WA,98007-5225,2,Open,,Y,Y,3098,Yes,Available,Yes,Available
-118.038734,33.845716,25790,LA PALMA CA,3099,Neighborhood Market,Retail,true,5420 LA PALMA AVE,LA PALMA,ORANGE,CA,90623-1705,2,Open,,Y,Y,3099,No,,No,
-94.628209,35.0945810000001,25791,POTEAU OK,31,WM Supercenter,Retail,true,3108 N BROADWAY ST,POTEAU,LE FLORE,OK,74953-5410,5,Open,,Y,Y,31,Yes,Available,Yes,Available
-92.3647779999999,30.233261,25792,CROWLEY LA,310,WM Supercenter,Retail,true,729 ODD FELLOWS RD,CROWLEY,ACADIA,LA,70526-2216,5,Open,,Y,Y,310,No,Not Available,Yes,Not Available
-117.995071,33.833292,25793,ANAHEIM CA,3101,Neighborhood Market,Retail,true,121 N BEACH BLVD,ANAHEIM,ORANGE,CA,92801-0000,2,Open,,Y,Y,3101,No,,No,Available
-93.6022369999999,45.5721490000001,25794,PRINCETON MN,3102,WM Supercenter,Retail,true,300 21ST AVE N,PRINCETON,MILLE LACS,MN,55371-6271,2,Open,,Y,Y,3102,No,Available,No,Available
-97.554706,37.660782,25795,GODDARD KS,3103,WM Supercenter,Retail,true,18631 W KELLOGG DR,GODDARD,SEDGWICK,KS,67052-9221,2,Open,,Y,Y,3103,No,,No,
-80.132044,26.302965,25796,DEERFIELD BEACH FL,3104,Neighborhood Market,Retail,true,1101 S MILITARY TRL,DEERFIELD BEACH,BROWARD,FL,33442-7645,2,Open,,Y,Y,3104,No,,No,
-98.555106,29.338531,25798,SAN ANTONIO CITY SOUTH TX,3106,WM Supercenter,Retail,true,8538 INTERSTATE HWY 35 S,SAN ANTONIO,BEXAR,TX,78211-4000,2,Open,,Y,Y,3106,No,Not Available,Yes,Available
-98.635415,29.6687680000001,25799,SAN ANTONIO LEON SPRINGS TX,3107,WM Supercenter,Retail,true,24403 W INTERSTATE 10,SAN ANTONIO,BEXAR,TX,78257-1447,2,Open,,Y,Y,3107,Yes,Available,Yes,Available
-91.5130839999999,29.8141580000001,25802,FRANKLIN LA EF,311,Wal-Mart,Retail,true,200 NORTHWEST BLVD,FRANKLIN,ST. MARY,LA,70538-3120,2,Open,,Y,Y,311,Yes,Available,Yes,Available
-87.662897,41.7563220000001,25803,CHICAGO ENGLEWOOD 76TH & ASHLAND IL,3110,Neighborhood Market,Retail,true,7535 S ASHLAND AVE,CHICAGO,COOK,IL,60620-4246,2,Open,,Y,Y,3110,No,,Yes,
-93.299425,37.1340960000001,25804,SPRINGFIELD MO,3111,Neighborhood Market,Retail,true,545 EL CAMINO ALTO DR,SPRINGFIELD,GREENE,MO,65802-0000,2,Open,,Y,Y,3111,No,,No,
-98.3569009999999,29.4650490000001,25805,SAN ANTONIO FOSTER TX,3112,WM Supercenter,Retail,true,4096 N FOSTER RD,SAN ANTONIO,BEXAR,TX,78244-1874,2,Open,,Y,Y,3112,No,,Yes,
-71.023538,42.472131,25807,SAUGUS MA,3114,WM Supercenter,Retail,true,770 BROADWAY,SAUGUS,ESSEX,MA,01906-3202,2,Open,,Y,Y,3114,Yes,Available,Yes,Available
-84.289503,33.792331,25810,DECATUR  GA,3118,WM Supercenter,Retail,true,2525 N DECATUR RD,DECATUR,DEKALB,GA,30033-6126,2,Open,,Y,Y,3118,No,Available,Yes,Available
-85.866111,30.218056,25811,PANAMA CITY PIER PARK FL,3119,WM Supercenter,Retail,true,15495 PANAMA CITY BEACH PKWY,PANAMA CITY BEACH,BAY,FL,32413-0000,2,Open,,Y,Y,3119,No,,No,Available
-92.260969,30.6872540000001,25812,VILLE PLATTE LA,312,WM Supercenter,Retail,true,891 E LASALLE ST,VILLE PLATTE,EVANGELINE,LA,70586-4001,5,Open,,Y,Y,312,Yes,Available,Yes,Available
-121.985514,37.3900610000001,25814,SANTA CLARA MERCADO CA,3123,Neighborhood Market,Retail,true,3255 MISSION COLLEGE BLVD,SANTA CLARA,SANTA CLARA,CA,95054-1829,2,Open,,Y,Y,3123,No,,Yes,
-104.794045,39.6252610000001,25816,CENTENNIAL SMOKY HILL CO,3126,Neighborhood Market,Retail,true,16746 E SMOKY HILL RD,CENTENNIAL,ARAPAHOE,CO,80015-2472,2,Open,,Y,Y,3126,No,,Yes,
-104.811404,39.7862010000001,25817,DENVER CHAMBERS CO,3127,Neighborhood Market,Retail,true,5141 CHAMBERS RD,DENVER,DENVER,CO,80239-4231,2,Open,,Y,Y,3127,No,,Yes,
-104.888704,39.690304,25818,DENVER PARKER CO,3128,Neighborhood Market,Retail,true,1442 S PARKER RD,DENVER,DOUGLAS,CO,80231-2707,2,Open,,Y,Y,3128,No,,Yes,Available
-117.592711,33.97529,25819,EASTVALE CA,3129,WM Supercenter,Retail,true,SE COR OF ARCHIBALD AVE AND LIMONITE AVE,EASTVALE,RIVERSIDE,CA,91752-0000,0,Open,,Y,Y,3129,No,,No,
-90.521913,38.462157,25820,HIGH RIDGE MO,313,WM Supercenter,Retail,true,2700 RIDGE POINT DR,HIGH RIDGE,JEFFERSON,MO,63049-2201,5,Open,,Y,Y,313,No,Not Available,Yes,Not Available
-117.374239,34.1227650000001,25821,RIALTO CA,3131,Neighborhood Market,Retail,true,300 W BASE LINE RD,RIALTO,SAN BERNARDINO,CA,92376-3347,2,Open,,Y,Y,3131,No,,No,
-117.737497,34.088625,25822,POMONA ARROW AND TOWNE CA,3132,Neighborhood Market,Retail,true,778 E ARROW HWY,POMONA,LOS ANGELES,CA,91767-2270,2,Open,,Y,Y,3132,No,Not Available,Yes,Not Available
-117.949831,34.0471670000001,25823,LA PUENTE CA,3133,Neighborhood Market,Retail,true,1425 N HACIENDA BLVD,LA PUENTE,LOS ANGELES,CA,91744-1133,2,Open,,Y,Y,3133,No,Available,Yes,Not Available
-97.3322429999999,32.7046280000001,25825,FORT WORTH TX,3135,Neighborhood Market,Retail,true,717 W BERRY ST,FORT WORTH,TARRANT,TX,76110-3530,2,Open,,Y,Y,3135,No,Not Available,No,Not Available
-106.200828,31.679967,25826,HORIZON CITY TX,3136,WM Supercenter,Retail,true,13900 HORIZON BLVD,HORIZON CITY,EL PASO,TX,79928-6557,2,Open,,Y,Y,3136,No,Not Available,No,Not Available
-87.1400189999999,35.963016,25827,FAIRVIEW TN,3137,WM Supercenter,Retail,true,7100 HOPGOOD RD,FAIRVIEW,WILLIAMSON,TN,37062-0000,2,Open,,Y,Y,3137,No,,Yes,Available
-119.112621,35.411906,25828,BAKERSFIELD CALLOWAY CA,3138,Neighborhood Market,Retail,true,5625 CALLOWAY DR,BAKERSFIELD,KERN,CA,93312-9726,2,Open,,Y,Y,3138,No,,No,Available
-119.147605,35.370147,25829,BAKERSFIELD ALLEN CA,3139,Neighborhood Market,Retail,true,1249 ALLEN RD,BAKERSFIELD,KERN,CA,93314-9748,2,Open,,Y,Y,3139,No,,Yes,Available
-86.564582,35.1366140000001,25830,FAYETTEVILLE TN,314,WM Supercenter,Retail,true,1224 HUNTSVILLE HWY,FAYETTEVILLE,LINCOLN,TN,37334-3618,5,Open,,Y,Y,314,No,,No,Available
-119.022288,35.4345230000001,25831,BAKERSFIELD DAY CA,3140,Neighborhood Market,Retail,true,3111 NORTH CHESTER,BAKERSFIELD,KERN,CA,93308-0000,2,Open,,Y,Y,3140,No,Available,Yes,Available
-118.947601,35.3533870000001,25832,BAKERSFIELD OSWELL CA,3141,Neighborhood Market,Retail,true,5037 E BRUNDAGE LN,BAKERSFIELD,KERN,CA,93307-2907,2,Open,,Y,Y,3141,Yes,Available,Yes,
-110.807801,32.2198250000001,25833,TUCSON CAMINO SECO AZ,3143,Neighborhood Market,Retail,true,8640 E BROADWAY BLVD,TUCSON,PIMA,AZ,85710-4014,2,Open,,Y,Y,3143,No,,Yes,
-122.625855,45.4104790000001,25834,MILWAUKIE OR,3144,Neighborhood Market,Retail,true,15600 SE MCLOUGHLIN BLVD,MILWAUKIE,CLACKAMAS,OR,97267-3857,2,Open,,Y,Y,3144,Yes,Available,Yes,Available
-122.640847,45.636374,25835,VANCOUVER GRAND WA,3145,Neighborhood Market,Retail,true,2201 GRAND BLVD,VANCOUVER,CLARK,WA,98661-0000,2,Open,,Y,Y,3145,No,,Yes,
-123.258833,44.586931,25836,CORVALLIS OR,3146,Neighborhood Market,Retail,true,1840 NW 9TH ST,CORVALLIS,BENTON,OR,97330-2143,2,Open,,Y,Y,3146,No,,No,
-118.707742,34.2757530000001,25837,SIMI VALLEY TAPO CA,3147,Neighborhood Market,Retail,true,2204 TAPO ST,SIMI VALLEY,VENTURA,CA,93063-3022,2,Open,,Y,Y,3147,No,,Yes,
-157.862004,21.309762,25838,HONOLULU DOWNTOWN HI,3149,Wal-Mart,Retail,true,1032 FORT STREET MALL,HONOLULU,HONOLULU,HI,96813-5601,2,Open,,Y,Y,3149,,,,
-86.4465989999999,33.9712180000001,25839,ONEONTA AL,315,WM Supercenter,Retail,true,2453 2ND AVE E,ONEONTA,BLOUNT,AL,35121-2791,5,Open,,Y,Y,315,No,,No,
-95.8688549999999,41.2798720000001,25840,COUNCIL BLUFFS IA,3150,WM Supercenter,Retail,true,1800 N 16TH ST,COUNCIL BLUFFS,POTTAWATTAMIE,IA,51501-0123,2,Open,,Y,Y,3150,No,Not Available,Yes,Not Available
-95.991455,41.3021180000001,25841,OMAHA 50TH & AMES NE,3151,WM Supercenter,Retail,true,5018 AMES AVE,OMAHA,DOUGLAS,NE,68104-2323,2,Open,,Y,Y,3151,No,,No,
-96.051373,41.280985,25842,OMAHA 90TH & LAKE NE,3152,Neighborhood Market,Retail,true,2451 NORTH 90TH STREET,OMAHA,DOUGLAS,NE,68134-0000,2,Open,,Y,Y,3152,No,,No,
-96.176505,41.1919350000001,25843,OMAHA 168TH ST & HARRISON ST NE,3153,Neighborhood Market,Retail,true,6710 S 167TH ST,OMAHA,DOUGLAS,NE,68135-5421,2,Open,,Y,Y,3153,No,,Yes,Available
-95.942778,41.116275,25844,BELLEVUE CAPEHEART RD & SCARBOROUGH NE,3154,Neighborhood Market,Retail,true,2109 TOWNE CENTER DR,BELLEVUE,SARPY,NE,68123-0000,2,Open,,Y,Y,3154,Yes,,Yes,
-97.2423879999999,37.5327980000001,25845,DERBY KS,3155,Neighborhood Market,Retail,true,1106 S ROCK RD,DERBY,SEDGWICK,KS,67037-3989,2,Open,,Y,Y,3155,No,,No,
-76.4035909999999,37.0367370000001,25846,HAMPTON MERCURY VA,3156,Neighborhood Market,Retail,true,117 MARKETPLACE DRIVE,HAMPTON,HAMPTON CITY,VA,23666-0000,2,Open,,Y,Y,3156,No,Not Available,No,Not Available
-76.465113,37.0616130000001,25847,NEWPORT NEWS HARPERSVILLE VA,3157,Neighborhood Market,Retail,true,11214 JEFFERSON AVE,NEWPORT NEWS,NEWPORT NEWS,VA,23601-2207,2,Open,,Y,Y,3157,Yes,Available,Yes,Available
-74.062491,40.862646,25848,TETERBORO NJ,3159,WM Supercenter,Retail,true,1 TETERBORO LANDING DR,TETERBORO,BERGEN,NJ,07608-1120,2,Open,,Y,Y,3159,No,,Yes,
-86.0936169999999,33.9937610000001,25849,ATTALLA AL,316,WM Supercenter,Retail,true,973 GILBERT FERRY RD SE,ATTALLA,ETOWAH,AL,35954-3339,5,Open,,Y,Y,316,No,Not Available,Yes,Not Available
-82.7342389999999,27.757231,25850,SOUTH PASEDENA FL,3161,Neighborhood Market,Retail,true,6850 GULFPORT BLVD S,PASADENA,PINELLAS,FL,33707-2108,2,Open,,Y,Y,3161,Yes,,Yes,
-81.374947,28.511893,25851,ORLANDO MICHIGAN FL,3162,Neighborhood Market,Retail,true,2715 S ORANGE AVE,ORLANDO,ORANGE,FL,32806-5403,2,Open,,Y,Y,3162,No,Available,No,Available
-80.204358,26.007577,25852,HOLLYWOOD FL,3163,WM Supercenter,Retail,true,301 S STATE ROAD 7,HOLLYWOOD,BROWARD,FL,33023-0000,2,Open,,Y,Y,3163,No,Available,Yes,
-94.209149,36.373679,25853,BENTONVILLE AR,3164,Neighborhood Market,Retail,true,205 NORTH MAIN STREET,BENTONVILLE,BENTON,AR,72712-8641,2,Open,,Y,Y,3164,Yes,,No,Available
-87.606769,41.808767,25855,Chicago Kenwood IL,3166,Neighborhood Market,Retail,true,4720 S COTTAGE GROVE AVE,CHICAGO,COOK,IL,60615-1612,2,Open,,Y,Y,3166,No,,No,
-90.0379139999999,30.0056040000001,25856,New Orleans Gentilly,3167,WM Supercenter,Retail,true,4301 CHEF MENTEUR HWY,NEW ORLEANS,ORLEANS,LA,70126-4919,2,Open,,Y,Y,3167,No,,No,
-92.462954,35.0946470000001,25857,Conway AR,3168,Neighborhood Market,Retail,true,2550 PRINCE ST,CONWAY,FAULKNER,AR,72034-3756,2,Open,,Y,Y,3168,No,Not Available,No,Not Available
-97.541455,30.348687,25858,Manor TX,3169,WM Supercenter,Retail,true,11923 US HIGHWAY 290 E,MANOR,TRAVIS,TX,78653-4321,2,Open,,Y,Y,3169,Yes,Available,Yes,Available
-89.135317,38.9663880000001,25859,VANDALIA IL,317,WM Supercenter,Retail,true,201 MATTES AVE,VANDALIA,FAYETTE,IL,62471-2063,5,Open,,Y,Y,317,No,,Yes,Available
-97.390089,30.349546,25860,Elgin TX,3170,WM Supercenter,Retail,true,1320 W HWY 290,ELGIN,BASTROP,TX,78621-0000,2,Open,,Y,Y,3170,No,,Yes,
-95.993237,41.211888,25861,Omaha 50th St & L St NE,3172,Neighborhood Market,Retail,true,5051 L ST,OMAHA,DOUGLAS,NE,68117-1328,2,Open,,Y,Y,3172,Yes,,Yes,Available
-96.059947,41.1776560000001,25862,La Vista 96th & Giles NE,3173,Neighborhood Market,Retail,true,9460 GILES RD,LA VISTA,SARPY,NE,68128-3064,2,Open,,Y,Y,3173,No,,No,Available
-104.755524,38.8926910000001,25863,Colorado Springs Austin Bluffs CO,3175,Neighborhood Market,Retail,true,4142 AUSTIN BLUFFS PKWY,COLORADO SPRINGS,EL PASO,CO,80918-2928,2,Open,,Y,Y,3175,No,Available,No,Available
-104.792901,38.8575530000001,25864,Colorado Springs Union CO,3176,Neighborhood Market,Retail,true,1725 N UNION BLVD,COLORADO SPRINGS,EL PASO,CO,80909-0000,2,Open,,Y,Y,3176,No,,No,Available
-105.079521,40.5212950000001,25865,Fort Collins S CO,3177,WM Supercenter,Retail,true,4625 S MASON ST,FORT COLLINS,LARIMER,CO,80525-3740,2,Open,,Y,Y,3177,Yes,Available,Yes,Available
-122.407865,45.4928410000001,25866,Gresham Powell OR,3178,Neighborhood Market,Retail,true,2444 E POWELL BLVD,GRESHAM,MULTNOMAH,OR,97080-1311,2,Open,,Y,Y,3178,No,Not Available,Yes,Not Available
-118.909083,34.186294,25867,Thousand Oaks CA,3179,Neighborhood Market,Retail,true,512 N VENTU PARK Rd,THOUSAND OAKS,VENTURA,CA,91320-2709,2,Open,,Y,Y,3179,No,,Yes,
-93.0965619999999,34.119874,25868,ARKADELPHIA AR,318,WM Supercenter,Retail,true,109 WP MALONE DR,ARKADELPHIA,CLARK,AR,71923-8111,5,Open,,Y,Y,318,Yes,Available,Yes,Available
-118.187553,33.9548380000001,25869,Southgate CA,3180,WM Supercenter,Retail,true,4651 FIRESTONE BLVD,SOUTH GATE,LOS ANGELES,CA,90280-0000,2,Open,,Y,Y,3180,Yes,Not Available,Yes,Available
-79.081558,35.858613,25870,Chapel Hill NC,3182,WM Supercenter,Retail,true,12500 US 15 501 N,CHAPEL HILL,CHATHAM,NC,27517-6024,2,Open,,Y,Y,3182,No,Not Available,No,Not Available
-80.4594939999999,25.484048,25871,Homestead FL,3183,Neighborhood Market,Retail,true,1499 SOUTH DIXIE HWY,HOMESTEAD,MIAMI-DADE,FL,33033-0000,2,Open,,Y,Y,3183,No,Not Available,No,Not Available
